name,freq,value
aivar padar,1,PER
tserepanov,3,PER
arvydas,1,PER
swixi,1,PER
bugatti,1,PER
välismaale,1,PER
heldur meerits,223,PER
tõnis saarts,7,PER
sepper,1,PER
heldur meerits ainar ruussaar,1,PER
jaak jõerüüt,10,PER
jõerüüt,7,PER
seil,1,PER
anette irl,1,PER
anettet,1,PER
ossinovsk,41,PER
x-liisa pakosta,1,PER
peeter olesk,4,PER
alaver,14,PER
body,1,PER
iti,1,PER
rover,1,PER
vooder keit,1,PER
ivar unt,1,PER
maksim reva,1,PER
janar,2,PER
janek mägi,24,PER
janek mäggi,2,PER
toobal ilja,1,PER
asta,1,PER
arras,1,PER
zum zum,1,PER
watson,2,PER
toomas paaver,1,PER
archimedes,1,PER
margit mutso,3,PER
boriss jeltsin,14,PER
gene solaris,1,PER
jeltsin anette,1,PER
vaino väljas,1,PER
parek,1,PER
vjatseslav,1,PER
joost,1,PER
meelis kubits,2,PER
neivelti bergmann,1,PER
manowar,1,PER
uudmäe,1,PER
dudajev,1,PER
sugahara dudajev,1,PER
jeltsin jeltsin,1,PER
eldur,31,PER
peeter langovits,1,PER
jaanus nõgisto,6,PER
ahto,5,PER
kennedyte,1,PER
danske,24,PER
american,2,PER
vera,2,PER
stanislav tserepanov gennadi afanasjev,1,PER
gennadi afanasjev,1,PER
aino kaisa,1,PER
indrek saar,21,PER
sandra bullock,1,PER
taasring valeri gergiev,1,PER
lepikson,2,PER
syracuso twitteris,1,PER
rainer katteli,1,PER
maicon,1,PER
magda,1,PER
fomin,1,PER
andrus priidu,1,PER
teet,4,PER
lydia,2,PER
mirjamile,1,PER
linnar,3,PER
vardo,1,PER
foods,1,PER
anna-maria galojan,8,PER
galojan,3,PER
kajari,1,PER
ultima,1,PER
ann,1,PER
barak,1,PER
eler,1,PER
kohav,1,PER
merkel merkel,1,PER
merkeli,1,PER
vergilius,1,PER
oscari,1,PER
assar,4,PER
mihkel oviir ülle,1,PER
tarmo olgo,5,PER
mägi,4,PER
raadik,2,PER
ivan orava,3,PER
amazon,1,PER
urmas sõõrumaa,44,PER
jens,1,PER
edgar allan,1,PER
rui,1,PER
raivo raivo aegile,1,PER
einar,3,PER
jeanne,1,PER
kendra,1,PER
promann,1,PER
aivar voog,9,PER
andres jaadla,4,PER
kristen michal keitel,1,PER
taavi rõivas,182,PER
pevkur pentus,1,PER
varis,1,PER
pentusel michal,1,PER
rein salur,1,PER
vallo reimaa,2,PER
sirje endre,2,PER
kadri jäätma,1,PER
del,1,PER
haaphalvava,1,PER
eia,1,PER
aaviksoo david,1,PER
marian,1,PER
juha,2,PER
liis sevillas,1,PER
margus leivo,2,PER
benassy,1,PER
raidi oskar,1,PER
risto berendson,13,PER
rein sillari,1,PER
kristina,4,PER
paegle,1,PER
aare,6,PER
son,1,PER
ivi,2,PER
anvar samo,2,PER
andersen,2,PER
siimsen,1,PER
egon,1,PER
laanet,9,PER
kalle laanet,12,PER
igor mang,3,PER
marko mihkelson marko,1,PER
cafes,1,PER
vakra,14,PER
dan,3,PER
abbott,2,PER
stella,1,PER
jason ain seppik,1,PER
peeter becker,1,PER
bergmann,1,PER
malvius,1,PER
jaak,9,PER
laanetile,1,PER
gene,4,PER
öövel,1,PER
kangilaski,1,PER
sven kivisildnik,2,PER
toomas kümmeli,2,PER
viies,3,PER
mohame,1,PER
leks,1,PER
heiki,7,PER
maria alajõe,4,PER
nikolai,2,PER
kenkmann,1,PER
sanna,1,PER
maddox,1,PER
toomas anni,2,PER
kasutuun laanetile,1,PER
rak,1,PER
mubarak,1,PER
kalela,1,PER
stalinale,1,PER
justa,1,PER
paetile,1,PER
kaisime,1,PER
rainer vakrat,1,PER
vakrat,2,PER
tarto,1,PER
kalle elleri kaido,1,PER
margo miljand,1,PER
pärvaks,1,PER
lois juhan ross,1,PER
kaia erm,1,PER
siim parbus,1,PER
peeter palusaar,1,PER
urho kaleva kekkonen,1,PER
parvus parvus,1,PER
ari,2,PER
paavo pettaile,1,PER
juku kalle,1,PER
victoria,2,PER
andrus aljas,1,PER
avi,1,PER
uve,1,PER
taskila,11,PER
helenius,2,PER
agu vahur,2,PER
andres reimer,2,PER
nick,1,PER
stamin,1,PER
wittgenstein,1,PER
kiili,4,PER
siim kiisler,6,PER
kiisler abel,1,PER
neljas indrek,1,PER
pevkur,31,PER
ginter,4,PER
raivo aegile,1,PER
small,1,PER
news,5,PER
laura,1,PER
informatsioon rasmus,1,PER
edgar hoover,1,PER
regnum,1,PER
nicky,1,PER
adebayor,1,PER
allikmaa,8,PER
surkov,1,PER
pihli,1,PER
aspi,1,PER
garr kasparov,1,PER
kasparov,3,PER
pütsep teach,1,PER
nemtsov putin,1,PER
jam,1,PER
anvelt,12,PER
mati nüganen,2,PER
ja stenbock,1,PER
justin,1,PER
pentagoni,1,PER
poopuu,1,PER
saakas,2,PER
karim,1,PER
dodge,1,PER
aleksander tassa,1,PER
liborius,1,PER
magneet,1,PER
valeri vassilenko,1,PER
mikson,1,PER
leszek,1,PER
vassilenko aleksander,1,PER
tauno kangro,3,PER
kangro,6,PER
karaganov,2,PER
mosvold,1,PER
ruelle,1,PER
madis kauts,1,PER
igor,5,PER
ken-mart juhan,1,PER
eino,18,PER
enden,3,PER
tootjatele,1,PER
mccain,2,PER
tootes,1,PER
anneli,6,PER
maiu,3,PER
priidu haus,1,PER
kvaliteeti,1,PER
astok,13,PER
urmas dresen,1,PER
reinsalule,3,PER
sikka,2,PER
raio,1,PER
sony,3,PER
urmas reinsalule,5,PER
alexela,7,PER
erints,1,PER
sangin,1,PER
maratik,1,PER
selgelt,1,PER
carlo,1,PER
naumann,1,PER
endel,3,PER
toobali,7,PER
hannes tamjärv,3,PER
klais,1,PER
malysz,1,PER
olari taal,14,PER
anette,1,PER
kert,6,PER
jüri saaremaa,1,PER
samson,1,PER
allik mihhail gorbats,1,PER
palts,4,PER
ain arro,1,PER
kalle jents,1,PER
lauri leesi,2,PER
civicu,1,PER
gregg,1,PER
tiitinen,1,PER
tsahkna tsahkna,1,PER
tsahknale,5,PER
leedo,18,PER
seewald,1,PER
meikar meikar,1,PER
adonis,2,PER
laasik,1,PER
sumera siimann,1,PER
paul-eerik rummo,9,PER
michal pentus,1,PER
saul,2,PER
andre,2,PER
camorra,1,PER
berluscon,4,PER
ansib,2,PER
meikar,7,PER
rein taagepera,16,PER
don corleone,1,PER
pentusel silver meikar,1,PER
janika,4,PER
michali,2,PER
moks,1,PER
lester,1,PER
skoone,1,PER
arto,1,PER
twitteri,4,PER
nostra,1,PER
manon,1,PER
blogipostitus,1,PER
tiit terik,2,PER
socrates,1,PER
galileo,2,PER
kingissepp,1,PER
krugman,4,PER
kein,1,PER
krugmani krugman,1,PER
timofei,1,PER
rei baltika,1,PER
steve jobs,1,PER
marvetile sans,1,PER
kasela,2,PER
junior,1,PER
jairunen,1,PER
kerkiv,1,PER
jevgeni ossinovsk,40,PER
air,7,PER
hanno,3,PER
tõnis arro,5,PER
anti,2,PER
silver meikari,13,PER
tibbo,1,PER
eckharti,1,PER
error,1,PER
ülar,1,PER
valeri lõõniku,1,PER
lõõnik,4,PER
breivik,2,PER
immanuel,3,PER
helle,2,PER
anneli taal,1,PER
uku,3,PER
pääbo,1,PER
grigori,1,PER
turing,1,PER
peda,1,PER
james hacker,1,PER
abbas,1,PER
eriks,3,PER
bella,2,PER
mare strandberg,1,PER
nikita sergejevits,1,PER
martin sultsi,1,PER
sults,2,PER
valentina,1,PER
martin sults,4,PER
tuulse,1,PER
enter,2,PER
valucaravelle,1,PER
selle,2,PER
russell,2,PER
erkki,4,PER
raivo küüt,7,PER
tullus,1,PER
german,1,PER
aleksei dresen,2,PER
morozova,1,PER
herkki haldre,1,PER
georgia,1,PER
mall,2,PER
yvonne euroopa,1,PER
villu kõve,1,PER
juan,1,PER
sannakütus,1,PER
janar filippov,2,PER
metallica,1,PER
pekka,2,PER
adolf hitler,2,PER
rüütel,34,PER
ant,1,PER
lukasenko,1,PER
rotax,1,PER
tesla,5,PER
laasma,1,PER
indrek saare,5,PER
statjutt nageli,1,PER
ralf martin,1,PER
gerd,5,PER
coppola,1,PER
markku,1,PER
jüssi,2,PER
ivar puura,2,PER
fukushima,1,PER
aleksei turovski,2,PER
jürgen ligil,10,PER
bus,1,PER
lillo michal,1,PER
nixon,1,PER
rimi lillo,1,PER
michal,19,PER
andrus veerpalu alaver,1,PER
sass,4,PER
hanno jaagup,1,PER
aino kallas,1,PER
hannes danilov,9,PER
tanel ross,15,PER
danilov,3,PER
reval,2,PER
amy,1,PER
andres anve,2,PER
albert,2,PER
rockefeller,1,PER
ameerika endrik,1,PER
kagu-aasia contra,1,PER
silberg,1,PER
meelis mandel,1,PER
meikari,2,PER
kristen michali,7,PER
otto,2,PER
berlusconi,7,PER
sooman,1,PER
michelson,1,PER
finnair,5,PER
tony blair,2,PER
russak,3,PER
kuznetsov,1,PER
rainerile,1,PER
kolleeg teet,1,PER
margus hanson,7,PER
angoola,1,PER
douglas,1,PER
vanhanen,1,PER
ken robinson,1,PER
kristiina,8,PER
aimar altosaar sven pertens,2,PER
altosaar pertens,1,PER
sisesõja eisemann,1,PER
daniil,1,PER
pevkurile,2,PER
agu uudelepp,2,PER
niilo,2,PER
haber,1,PER
juku-kalle raidile,1,PER
tamme aasia,1,PER
kärpuk,1,PER
big sunsi,1,PER
keit pentus urmas,1,PER
animate,1,PER
salvador,1,PER
pavo,3,PER
pajula,3,PER
garri kasparov,1,PER
inno,3,PER
turk,1,PER
indrek kasela,3,PER
stay,2,PER
kaleva,1,PER
võrrel,1,PER
streami,1,PER
obama baldwin,1,PER
kubri,1,PER
obamale,3,PER
tanel rossi,11,PER
zaza,1,PER
emil,1,PER
allar,3,PER
xiang,1,PER
taivo,2,PER
kranich,8,PER
tamkivi,2,PER
toobalile,3,PER
jaanus tamkivi,4,PER
detlef,1,PER
silvi vrait,1,PER
meikar meikar mihhail,1,PER
micha,3,PER
sulling,3,PER
star fm,1,PER
urmas ainsalu,1,PER
justine,1,PER
haaviste saakas,1,PER
saakashvili,1,PER
mihhail saakas,1,PER
erik niiles,1,PER
carl bildt,2,PER
reinsalu merkel,1,PER
roland peets,1,PER
stones,1,PER
ksenia,1,PER
heino,4,PER
tree,1,PER
rosa parks,1,PER
coleman,1,PER
kurmet,1,PER
tiits inara luigas,1,PER
vain,1,PER
puhh,1,PER
lauristin,4,PER
peeter võsa,2,PER
cixi,1,PER
marek kukk,1,PER
nils,1,PER
arturas uca,1,PER
kanon,1,PER
barack,1,PER
signe kivi,10,PER
reggie,1,PER
sisas,1,PER
berger,1,PER
aksel,2,PER
kuks,1,PER
kid,2,PER
nasdaq,1,PER
skil,1,PER
tammeka,1,PER
pearu,2,PER
nanits,1,PER
piia arrak,1,PER
taavi veskimägi,3,PER
parts,48,PER
lauri,14,PER
astrid,2,PER
erkki raasuke,15,PER
data company,1,PER
company,4,PER
tõnu taskila,1,PER
sandor liivel,1,PER
priske,1,PER
marika priske,11,PER
erkki suurorg nordecon,1,PER
erkki suurorg,1,PER
indrek tarand,168,PER
priit hõbemägi,732,PER
viivi luik,1,PER
vikipeediat,2,PER
tallinn-vilnius riia,1,PER
vili savisaar,16,PER
marilyn,2,PER
mart laar,87,PER
bundespaan,1,PER
matsulevitš,1,PER
sergei glinka,1,PER
air asta,1,PER
peeter suur,1,PER
khan,1,PER
bläck ader,1,PER
ivanišvili,3,PER
eerik-niiles krossi,17,PER
mihhail saakašvili,3,PER
krõlja,1,PER
kruus gruusia,1,PER
sik,1,PER
kansa,1,PER
shevardnadze,1,PER
lars,2,PER
baer,1,PER
reinson,1,PER
martens,1,PER
kalju kruusa,1,PER
sõnnar,1,PER
andrei kustov,2,PER
hvostov,2,PER
duke,2,PER
toomas mattsoni,2,PER
warmale,1,PER
lauri laasi,13,PER
danto,1,PER
ifo,1,PER
anto veldre,2,PER
alo,4,PER
mihhail gorbatšov,5,PER
gorbatšov,10,PER
wilson,2,PER
wasilla,1,PER
aivar riisalu,19,PER
gräzin,12,PER
oja,5,PER
aivar riisala,1,PER
laas,6,PER
kalev lillo,19,PER
qantas,1,PER
tõnistet,2,PER
karl lambot,1,PER
michalile,2,PER
kalle muuli,29,PER
viljar arakas,1,PER
leida juhan parts,1,PER
eiki nestor,56,PER
rein kilk,11,PER
eiki nestor ainar ruussaar priit,1,PER
rajasalu,2,PER
gea,1,PER
toomas erik ilves,1,PER
rait marune,57,PER
kivirähk,10,PER
raudne stelmach,1,PER
nestor,16,PER
rein oks,1,PER
tevezi,1,PER
meelis taavi rõivas,1,PER
vasil,1,PER
katõn,1,PER
ainar ruussaar priit hõbemäg,1,PER
urmas arumäe,4,PER
enar,1,PER
mart sander,4,PER
heido,1,PER
vitsuri,1,PER
keskerkki raasuke,1,PER
joakim helenius,2,PER
rail baltic,129,PER
priit hõbemäg,99,PER
barbie,1,PER
heido vitsur,7,PER
täisilmses stockholm,1,PER
koppel,1,PER
mihkel raud,16,PER
sven mikserile,3,PER
vladimir lenin,1,PER
udres,1,PER
toomas raudam,2,PER
marek tamm,1,PER
mikkeli,2,PER
seger,1,PER
berlusconi bush,1,PER
rein raudoja,1,PER
marek tamme,1,PER
kraut,3,PER
mihkel,24,PER
alt alus,1,PER
rex,3,PER
aldis alus,6,PER
otter,1,PER
kõzõlis,1,PER
raivo küüdi,1,PER
kons,1,PER
raivo raivo küüti,1,PER
raivo küüti,1,PER
gulag,1,PER
vaatsi,1,PER
jüri mõis,34,PER
mihkel pärnoja,1,PER
tiit tammsaar,1,PER
maret mari,1,PER
kristen micha,3,PER
vaarik,1,PER
mona salin,1,PER
annika,4,PER
andrei koro,1,PER
streimann,1,PER
kasak,1,PER
allan randjärv,1,PER
tatjana muravjova,1,PER
mati hei,1,PER
jennifer,1,PER
kaarel kaas,1,PER
bus x,1,PER
stalin viljandi,1,PER
daaniel vaarik,1,PER
riin safari,1,PER
jaan kaplinski,3,PER
ivan orav,2,PER
lotmanile,1,PER
ainars,1,PER
andrus kivirähk,14,PER
mihhail lotman,10,PER
tõnu viik,2,PER
krista aru hannes,1,PER
michali meikari,1,PER
blogspot,2,PER
tamm,10,PER
daniel vaarik,3,PER
doci,1,PER
gold,1,PER
aivar otsalt,2,PER
küüt,3,PER
raivo küüd,1,PER
bob,3,PER
boris,4,PER
apple,25,PER
indrek tarand heldur meerits,1,PER
koorti,1,PER
iivi anna masso,13,PER
massei,1,PER
arvo ideon,1,PER
bergen,1,PER
evi arujärv,1,PER
sak,1,PER
jürgen lig,38,PER
lang,5,PER
guido viigi ilja,1,PER
heldur meerits indrek tarand,1,PER
varssav vilnius,1,PER
juhan partsile,5,PER
ruta,1,PER
betty,1,PER
peeter oja,5,PER
tsereteli,1,PER
neon,1,PER
paet pentus,1,PER
keit pentus-rosimannus,45,PER
vande,1,PER
jung,1,PER
arvo junti,2,PER
raivo palmaru,4,PER
gräzin dresen,1,PER
great,1,PER
eiki berg,1,PER
viljar peep viljar peep,1,PER
maano online,1,PER
ühel-anne merzin,1,PER
rail baltika,2,PER
gasunie,1,PER
kristen michalile,4,PER
tuuli kochile,2,PER
dick,1,PER
alo raun,1,PER
hart,1,PER
mihhail michal,1,PER
milton fridman,1,PER
ansip andrus ansip,2,PER
mals,1,PER
smile,1,PER
amanda,2,PER
valdo randpere,19,PER
urmas klaas,14,PER
laine randjärv,33,PER
urve,9,PER
padar pihl,1,PER
maret maripuu,3,PER
michalis luts,1,PER
iljuhhini,1,PER
priidu golomb,1,PER
sõpruse,1,PER
sepp,1,PER
lavrov,5,PER
andres sõber,1,PER
vaino,3,PER
andersson,1,PER
ainar ruussaar indrek tarand,7,PER
tõnis saarts art,1,PER
kaupo,1,PER
joonas,5,PER
mati mitt,2,PER
ervin,1,PER
saarts,1,PER
kammiste,1,PER
keit pentust,2,PER
keit pentus-rosimannus rosimannus,1,PER
andropov,1,PER
amidi,1,PER
petteri,1,PER
narain,1,PER
siim roo,3,PER
keit pentust ibiza,1,PER
pentus rosimannus,1,PER
pentus-rosimannus paktika,1,PER
pentus-rosimannus,8,PER
ira,5,PER
rim,7,PER
rosemary,1,PER
rainer p,1,PER
nestor briti,1,PER
werolile,1,PER
siu,1,PER
hillar teder,19,PER
neinar seli,57,PER
taavi rõivase,17,PER
andres arusoo,1,PER
aro,1,PER
words,1,PER
marten kuningas,1,PER
barack obama,12,PER
vare,5,PER
silver keit,3,PER
gise,1,PER
hong,1,PER
kuku,43,PER
henn pärn,1,PER
edwards,1,PER
ago roo,1,PER
air kopenhaagen,1,PER
air estonia,1,PER
protsendile,1,PER
tiit uus,1,PER
urmas reinsalu toomas,1,PER
aldo,1,PER
helenius cannes,1,PER
järvet howells,1,PER
rusal,1,PER
hollande,1,PER
lukašenka,1,PER
prodi,1,PER
elke,1,PER
oop,1,PER
kristus,4,PER
kase,1,PER
toomas kümmel,23,PER
smit,1,PER
kõiva tt,1,PER
priit hõbemägikülas,5,PER
oleg lepik,1,PER
lasnaraha,1,PER
märt rask,17,PER
ilvest,1,PER
aleksandr aleksander mati,1,PER
asmer,6,PER
juta,4,PER
vahter,2,PER
energo,1,PER
susanne eriksson,1,PER
tanja,3,PER
eha,2,PER
villemson,1,PER
martin kukk,6,PER
lai,1,PER
soosaar,3,PER
tiit riisalu,2,PER
lap,1,PER
jaak juske,3,PER
ainar ruu,1,PER
"j.
otse",1,PER
rein otsasoni,1,PER
pobeda,1,PER
vitali,1,PER
hanson ülle,1,PER
marko pomerants,18,PER
nestor nestor,1,PER
rainer nõlvak,2,PER
bertans,1,PER
sandor liivet,2,PER
marju,3,PER
ecol,1,PER
teimann,1,PER
aare tomson,1,PER
tomson,1,PER
bond,2,PER
gregg a,1,PER
yana toom,74,PER
toom,22,PER
serg,1,PER
katsav,1,PER
jana toom,11,PER
pets,1,PER
pavel ivanov,2,PER
andres jõesaar,2,PER
margarita černý,1,PER
indrikson,1,PER
kuusmaa,1,PER
endel lippmaa,14,PER
kaja,6,PER
kadri simsoni,20,PER
beslan,1,PER
edzard,1,PER
secret,3,PER
toomas kümme,3,PER
xanana,1,PER
toomas talts,2,PER
harald nugis,4,PER
andrina,1,PER
breeze,1,PER
kalle muulil,1,PER
kalev kalle,1,PER
marno,2,PER
sven mikser,65,PER
ligi,8,PER
ülo vooglaid,3,PER
kabrits,1,PER
talvik,26,PER
villem,1,PER
alaa spartacus,1,PER
ahh,1,PER
rummu jüri,1,PER
jan uuspõld,1,PER
artur talvik,55,PER
viia,3,PER
stell,1,PER
leps,2,PER
owens,1,PER
erkki koort,9,PER
tarmo miilits,4,PER
tõnu hunt,1,PER
unt,1,PER
tarmo miilitsa,1,PER
karin kalda mäksa,1,PER
tanel kerikmäe,1,PER
stassen,1,PER
harri tiido,1,PER
ken-mart vaherist,1,PER
priit kama,7,PER
ants laaneots,8,PER
sulik,1,PER
kanter leif kalev,1,PER
tarmo türkson,1,PER
vaheri,1,PER
türkson,1,PER
duhhi,1,PER
leif kalev,1,PER
ken-mart vaheriga,2,PER
paavo kangur,2,PER
paetist,1,PER
mihkelson,10,PER
sven mikseri,5,PER
sass ukraina,1,PER
new delhi,1,PER
cameroni,3,PER
schibstedi,1,PER
india jaapan,1,PER
egils,1,PER
siil siil,1,PER
stanislav tšerepanov,1,PER
jevgeni ossinovski,86,PER
boroditš,6,PER
peep peterson,7,PER
peterson peterson,1,PER
petersen,1,PER
derek,2,PER
konstantin päts,9,PER
norman aas,5,PER
hannes kont,4,PER
robert,8,PER
priit kamal,1,PER
kirill ei,1,PER
pravda,1,PER
izvestija,1,PER
ossinovski,118,PER
erik soku,1,PER
sakkov,1,PER
aeroflot,4,PER
ester mägi,1,PER
palmer,1,PER
ligil,1,PER
taavi laur,2,PER
tõnis palts valdo,1,PER
gleb,1,PER
aivar koka,2,PER
zuckerberg,4,PER
aivar kokk,9,PER
kübarsepp,1,PER
külliki kübarsepp,1,PER
kärber,1,PER
rubiks,2,PER
peskov,3,PER
austral,1,PER
bolelli,1,PER
sun,2,PER
ski,2,PER
dolce vita,1,PER
johannes merilai,1,PER
aavo sarap,1,PER
arvo sara sarapuu,1,PER
lewis,1,PER
erki korp,2,PER
karilaid,1,PER
nõmme nõmme,2,PER
sing,1,PER
teresa,1,PER
jaanus raidal,2,PER
aivar nigol,1,PER
ülle madis,30,PER
rasa,1,PER
angela,5,PER
bundy bundy,1,PER
arie,1,PER
alar tamm,1,PER
alessandro,1,PER
tõetera taskila,1,PER
nelli,1,PER
magasiini,1,PER
simon,1,PER
olari koppel,2,PER
priit värg,2,PER
oskar luts,3,PER
juku-kalle raidi,1,PER
amasa,1,PER
talvesõja,1,PER
enn veskiväli,1,PER
anti savisaar,1,PER
zidane,1,PER
dea,1,PER
egel,1,PER
männiku,3,PER
jaan männik,27,PER
pille,2,PER
männik,5,PER
anna,3,PER
hindrek riikoja,18,PER
klaus,2,PER
jüri kägu,8,PER
corporate,1,PER
ada,1,PER
vaga,1,PER
anderseni mets,1,PER
port,2,PER
marine,2,PER
toomas hendrik ilves,74,PER
mikk salu,14,PER
google woods,1,PER
tarmo jüristo,5,PER
ave,2,PER
paavo nõgene,20,PER
nõgene,3,PER
meelis pai,7,PER
jaan puusaak,2,PER
paul hogan,1,PER
tootsen,1,PER
triin elopi,1,PER
peenem balti,1,PER
nikyas,1,PER
kaarel tarand,11,PER
konkka,1,PER
juhan kivirähk,10,PER
graps olsen,1,PER
abort kotka,1,PER
ladva,1,PER
kalju,5,PER
buratino,2,PER
carabas barabas,2,PER
damon,1,PER
bojan,1,PER
robin hoo,1,PER
jaan puusaag,1,PER
maarja leismann,1,PER
lebed,1,PER
kalju komissarov,1,PER
russki report,1,PER
response,1,PER
stein,1,PER
manfred,2,PER
aleksei dresseni sten,1,PER
dressen,11,PER
ainar ruussar,1,PER
rein järvelill,4,PER
järvelill,3,PER
andres rai,2,PER
indrek sepa,1,PER
raidi,2,PER
gerard,1,PER
mihkel mutt,9,PER
toim baruto,1,PER
sergei oviir,1,PER
jaan männiku,2,PER
andres sutt,1,PER
hanssoni,1,PER
mbeki,1,PER
pavka,1,PER
jaak prints,9,PER
heiki kranich,10,PER
kristel,1,PER
andres lipstok märt rask,1,PER
maksim liksutov,1,PER
rustam aksenenko,1,PER
bateson,1,PER
eskil,1,PER
mart helme,167,PER
ruussar,1,PER
forselius,1,PER
miina,1,PER
mart laarist,3,PER
anne poll,1,PER
rohke eena,1,PER
elli,3,PER
konstantin pätsile,2,PER
mart laaril,2,PER
nils holger sony,1,PER
petseri mart laar,1,PER
mart laarile,3,PER
aivar otsaldis,1,PER
milice,1,PER
marune kallas,1,PER
kristi malmberg,2,PER
eisen,3,PER
frens,1,PER
jaanus piirsalu,15,PER
alexander mc,1,PER
katar priske,1,PER
ardo ojasalu,10,PER
ref,1,PER
sven sester,26,PER
berta,1,PER
paks berta,1,PER
indrek tarandi,7,PER
ivo valdo randpere,1,PER
katar cresco,1,PER
fjuk,2,PER
genius,1,PER
veiko kulla,2,PER
indrek põder,1,PER
samaara aivar ots,1,PER
maido jüri pihlil,1,PER
raigo haabu,1,PER
erik heldna,1,PER
mart ott,1,PER
rein kilg,7,PER
mart noorma,2,PER
mamas,1,PER
stan,1,PER
esta,1,PER
louis,1,PER
rubin,1,PER
ham karzai,1,PER
georg bush,1,PER
komar,1,PER
omar,3,PER
karja,2,PER
jose,1,PER
kivirähu lemendik,1,PER
rohke debelakk,1,PER
kentmann,4,PER
madis kallion,1,PER
seeder,6,PER
teles erm,1,PER
krista aru,4,PER
mim,1,PER
ainar ainar,1,PER
kaljo,3,PER
kiisa,1,PER
gutenberg,2,PER
indrek ibrus,1,PER
puškin,1,PER
mari,1,PER
priit suve,6,PER
fix,5,PER
get the,1,PER
aadu must,26,PER
aadu mustale,2,PER
laine,4,PER
kinder,1,PER
agnes,1,PER
underi,1,PER
max kaur,3,PER
academy,1,PER
elmar sepp,2,PER
merle parts,2,PER
kalev / cramole,1,PER
mati heidmets,3,PER
mande,1,PER
olari koppel merko,1,PER
raul rebane,14,PER
ahto lobjakas,23,PER
aziz,1,PER
mart nut,1,PER
indrek tarand toomas kümmel,1,PER
achilleus,1,PER
ligit,1,PER
olli ren,1,PER
slava,1,PER
ojamets,1,PER
savisaar kallas,1,PER
kivastik,1,PER
zedong,1,PER
kolga,1,PER
rein annikkeeli,1,PER
ainar ruus,1,PER
jürgen veberi,1,PER
kimi,2,PER
elizabeth linder,1,PER
valve,1,PER
helir-valdor seeder,25,PER
kiis,1,PER
marek mark,1,PER
rein kaare,1,PER
kumar,2,PER
polo,1,PER
parbus sepp,1,PER
toomas kümmel indrek tarandi prits,1,PER
jaan tätte,3,PER
mick,1,PER
rovio,1,PER
jeremy eco,1,PER
toomas kümmel indrek tarand,2,PER
kalinintaset,1,PER
kristina ojuland,2,PER
enn niittee,1,PER
janek luts,43,PER
edgar savisaar kristiina,1,PER
vili,1,PER
lunge,1,PER
lada,2,PER
assange,2,PER
mari lauri,8,PER
koch,2,PER
peitre,1,PER
tiit positive,1,PER
viiar,1,PER
ellison,2,PER
piia edmund,1,PER
isidor,1,PER
opportunity,4,PER
andrus kivirähki,2,PER
vili savisaar-toomas,3,PER
hotel aita,1,PER
twitter facebook,1,PER
facebook twitter,1,PER
kavade blogspot,1,PER
robert de,1,PER
prodit,1,PER
kristo rajasaar,1,PER
amin,1,PER
kalev kangur,1,PER
toomas annus,8,PER
ruja,5,PER
peeter loorents,3,PER
peeter lorents,7,PER
peeter loorentsi,1,PER
lorentzon,1,PER
loorentsi,1,PER
lorents,2,PER
stig,1,PER
nicolas inteli,1,PER
paet parts,1,PER
kundla,2,PER
jaan kundla,2,PER
manuel,3,PER
piebalgs,3,PER
ott inger,1,PER
erkki liikanen,1,PER
dominique strauss-kahn,1,PER
sofiteli,1,PER
hololei,1,PER
toomas varek,3,PER
andres einmann,1,PER
mark soosaar,1,PER
tammsaar,1,PER
imre sooäär,5,PER
ants leemets,1,PER
karel rüütel,8,PER
toomas kivimäg,2,PER
jaadla,2,PER
michel michel,1,PER
kase seppik,1,PER
zara,1,PER
marek strandberg beethoven,1,PER
jaan ginter,3,PER
priit reiska,4,PER
aivar pilv,3,PER
leon glikman,4,PER
kadri kõusaar,3,PER
levadial,1,PER
mark,7,PER
peeter üks,1,PER
tunne kelam,13,PER
rai baltica,11,PER
jakunin,12,PER
muonio,1,PER
zahar,1,PER
eerik-niiles kross,53,PER
marika reformierakond,1,PER
fox,3,PER
cicero,1,PER
tudelis,1,PER
riho klettenberg,1,PER
ladeni,1,PER
marek rästas,1,PER
aare ermus,1,PER
baltron,1,PER
